Experiment,Repetition,BatchSize,W2_Gaussian,Sinkhorn,Sliced,W2_Time,Sinkhorn_Time,Sliced_Time
Exp2_Intra_Inter_Patient,6,100000,0.07652330844502853,0.46686506271362305,0.003987713319625143,5.7305731773376465,1396.3267455101013,13.461516380310059
Exp3_Tech_Replicates,6,100000,0.003546865991573611,0.2962806224822998,0.0013431995585534327,5.55914568901062,1396.7393164634705,13.40837812423706
Exp1_Split_Half,6,150000,0.0716837910949728,0.4653834104537964,0.03298303421936243,8.256680011749268,1693.9416027069092,17.532981634140015
Exp2_Intra_Inter_Patient,6,150000,0.07861926043329781,0.45387348532676697,0.004886143102425849,7.601632595062256,1694.9989650249481,15.021624565124512
Exp3_Tech_Replicates,6,150000,0.0032512721987858484,0.28269797563552856,0.0014266359756144092,7.600878000259399,1694.4830420017242,14.856456756591797
Exp1_Split_Half,6,200000,0.05421301335419493,0.4506259560585022,0.0315083494002105,10.410219192504883,2124.6384978294373,19.797419786453247
Exp2_Intra_Inter_Patient,6,200000,0.07697284246331115,0.4447551369667053,0.004464029698135391,9.457064628601074,2125.4817695617676,17.19137454032898
Exp3_Tech_Replicates,6,200000,0.0031124686067620644,0.2741023898124695,0.0010229926287522873,9.323120832443237,2125.528641939163,17.023858547210693
Exp1_Split_Half,6,300000,0.06623262778067307,0.4514065384864807,0.0005486884989790141,14.965912342071533,3011.5008187294006,23.747309684753418
Exp2_Intra_Inter_Patient,6,300000,0.07707596519547177,0.43485578894615173,0.004633084651126354,13.154750347137451,3012.56046462059,24.043611526489258
Exp3_Tech_Replicates,6,300000,0.0030447544918406066,0.26486736536026,0.0010327504056417932,13.265903234481812,3012.3963556289673,23.66547441482544
Exp1_Split_Half,6,399900,0.0291283450048887,0.4299605190753937,0.0003991790815409899,19.436957359313965,4185.216168165207,27.29290747642517
Exp2_Intra_Inter_Patient,6,399900,0.0776715503941281,0.4297354817390442,0.0045785683282169795,17.418694257736206,4183.896801710129,24.15028667449951
Exp3_Tech_Replicates,6,399900,0.0028944437473645834,0.25945156812667847,0.0011123398546954526,17.490827322006226,4184.917448759079,24.004406452178955
Exp1_Split_Half,7,10000,0.041562258261616414,0.5896755456924438,0.15850616667059927,1.9563050270080566,829.651458978653,12.0167076587677
Exp2_Intra_Inter_Patient,7,10000,0.08118214152640935,0.5794330835342407,0.004651029177166495,1.672102689743042,829.3993909358978,10.29617953300476
Exp3_Tech_Replicates,7,10000,0.012040601235984383,0.43018537759780884,0.0021422856456017408,1.848235845565796,829.6236684322357,10.312747955322266
Exp1_Split_Half,7,30000,0.06415135351791879,0.5129903554916382,0.11434127000723772,2.822096586227417,911.4176111221313,12.75209355354309
Exp2_Intra_Inter_Patient,7,30000,0.08333245251977495,0.5201711654663086,0.005220013365306176,2.4820902347564697,911.3140361309052,10.776903867721558
